Customer ID,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason,Churn
9985-QPZR,54,224,865.4,162,270,Yes,no,135,0,7,Yes,0,SD,392-5716,Female,63,No,No,No,0,No,One Year,Direct Debit,53,2883,Dissatisfaction,Product dissatisfaction,Yes
1713-WJJK,1,2,4,0,0,No,yes,0,5,0,No,0,AK,384-6132,Male,32,No,No,No,0,No,Month-to-Month,Credit Card,9,9,Competitor,Competitor made better offer,Yes
2565-PUSO,23,141,272.1,46,289.8,Yes,no,96.6,0,7,Yes,0,OR,343-3399,Female,48,No,No,No,0,Yes,Month-to-Month,Direct Debit,32,719,Attitude,Attitude of support person,Yes
1208-XZTL,3,6,14.4,0,0,No,yes,0,3,26,Yes,0,NC,334-6129,Male,25,Yes,No,No,0,No,Month-to-Month,Credit Card,32,91,Dissatisfaction,Network reliability,Yes
3209-ADVM,10,54,158.2,30,115,Yes,no,38.3,1,2,Yes,0,NJ,405-3533,Male,79,No,Yes,No,0,No,Month-to-Month,Direct Debit,39,382,Dissatisfaction,Limited range of services,Yes
9547-WUSI,38,66,152,152,349.6,Yes,no,174.8,4,1,Yes,0,OH,354-3040,Female,74,No,Yes,No,0,No,Month-to-Month,Direct Debit,62,2349,Price,Lack of affordable download/upload speed,Yes
2227-IPDU,31,155,403.5,62,430.9,Yes,no,86.2,0,4,No,25,OR,388-8282,Male,49,No,No,No,0,No,Month-to-Month,Direct Debit,48,1476,Price,Long distance charges,Yes
0988-JQKT,33,91,230.1,165,333.3,Yes,no,111.1,4,1,Yes,0,SD,343-6643,Female,38,No,No,No,0,Yes,Month-to-Month,Direct Debit,35,1146,Price,Extra data charges,Yes
6451-WYTB,28,75,279.1,168,308,Yes,no,154,3,8,Yes,0,ID,408-1913,Male,39,No,No,No,0,No,Month-to-Month,Direct Debit,39,1080,Price,Price too high,Yes
8370-JNTV,12,42,120.2,12,150,Yes,no,75,0,1,Yes,0,WI,368-9073,Male,64,No,No,No,0,No,Month-to-Month,Direct Debit,36,431,Dissatisfaction,Product dissatisfaction,Yes
7942-VPWE,1,6,15,4,12.9,Yes,no,4.3,2,6,Yes,0,MD,373-7974,Male,34,No,No,No,0,No,Month-to-Month,Direct Debit,53,53,Dissatisfaction,Service dissatisfaction,Yes
0400-SXPJ,32,115,349.9,256,470.4,Yes,no,117.6,2,12,Yes,0,IN,371-4633,Male,36,No,No,No,0,No,Month-to-Month,Direct Debit,29,930,Attitude,Attitude of support person,Yes
7586-FDFY,4,25,60.1,8,35.2,Yes,no,8.8,4,12,Yes,0,OR,392-1105,Female,44,No,No,No,0,No,Month-to-Month,Direct Debit,30,119,Competitor,Competitor made better offer,Yes
1739-NPSR,36,198,473.2,288,471.6,Yes,no,235.8,4,15,No,46,OH,352-2270,Male,67,No,Yes,No,0,No,Month-to-Month,Direct Debit,63,2297,Other,Don't know,Yes
3780-RAVF,19,78,167.2,57,207.1,Yes,no,103.6,0,26,Yes,0,KS,404-5840,Male,32,No,No,No,0,No,One Year,Direct Debit,39,729,Other,Poor expertise of online support,Yes
1408-LEOW,1,5,10,3,12.3,Yes,no,2.5,1,6,Yes,0,MO,371-1139,Female,45,No,No,No,0,No,Month-to-Month,Credit Card,42,42,Other,Don't know,Yes
7567-CCTC,1,4,10,4,10.4,Yes,no,3.5,3,2,Yes,0,CA,417-1488,Female,72,No,Yes,No,0,No,Month-to-Month,Direct Debit,30,30,Dissatisfaction,Poor expertise of online support,Yes
1593-CSSC,30,58,148.2,0,0,No,yes,0,5,6,Yes,0,LA,358-9898,Male,51,No,No,No,0,Yes,One Year,Direct Debit,42,1232,Dissatisfaction,Poor expertise of phone support,Yes
8427-JUOD,4,15,35.3,28,46,Yes,no,23,5,5,Yes,0,WI,373-7308,Female,34,No,No,No,0,No,Month-to-Month,Direct Debit,29,115,Competitor,Competitor made better offer,Yes
5569-ETPJ,1,6,14,17,13.6,Yes,no,2.7,5,3,Yes,0,NY,363-1123,Female,63,No,No,No,0,No,Month-to-Month,Direct Debit,50,50,Dissatisfaction,Product dissatisfaction,Yes
9886-GMFQ,9,45,103.8,36,104.4,Yes,no,20.9,1,6,No,25,OK,397-9928,Male,49,No,No,No,0,Yes,Month-to-Month,Credit Card,19,163,Dissatisfaction,Service dissatisfaction,Yes
4320-ISSC,2,6,16.6,12,31.8,Yes,no,15.9,5,2,Yes,0,WY,378-6924,Female,62,No,No,No,0,No,Month-to-Month,Direct Debit,32,66,Attitude,Attitude of support person,Yes
8122-DPRC,9,46,126.4,18,103.5,Yes,no,20.7,3,7,Yes,0,MD,409-1856,Female,81,No,Yes,No,0,No,Month-to-Month,Direct Debit,52,472,Competitor,Competitor made better offer,Yes
0778-TZXY,4,22,55.4,16,37.2,Yes,no,9.3,5,18,Yes,0,OH,368-8555,Male,19,Yes,No,No,0,No,Month-to-Month,Direct Debit,56,221,Dissatisfaction,Limited range of services,Yes
9601-RKOY,36,87,213.6,252,536.4,Yes,no,134.1,2,6,Yes,0,OH,347-6812,Male,78,No,Yes,No,0,Yes,One Year,Credit Card,36,1287,Price,Lack of affordable download/upload speed,Yes
7738-XKDW,50,90,301.4,300,705,Yes,no,352.5,2,6,Yes,0,RI,328-8230,Male,67,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,64,3193,Price,Long distance charges,Yes
2398-OLSH,1,3,11,4,13.7,Yes,no,4.6,5,7,Yes,0,TN,400-4344,Male,42,No,No,No,0,No,Month-to-Month,Credit Card,25,25,Price,Extra data charges,Yes
1799-PHFR,42,191,459.8,168,617.4,Yes,no,154.4,3,4,No,81,OH,333-7803,Female,61,No,No,No,0,Yes,Month-to-Month,Direct Debit,64,2695,Price,Price too high,Yes
5409-SVVB,12,22,61.3,0,0,No,yes,0,3,2,Yes,0,AL,334-8769,Female,39,No,No,No,0,Yes,Month-to-Month,Direct Debit,31,383,Dissatisfaction,Product dissatisfaction,Yes
0752-BYBV,5,9,21.5,0,0,No,yes,0,5,13,Yes,0,MO,293-9266,Female,66,No,Yes,No,0,No,Month-to-Month,Credit Card,43,231,Dissatisfaction,Service dissatisfaction,Yes
3218-MOPK,11,98,175.2,44,111.1,Yes,no,22.2,4,21,Yes,0,RI,303-10196,Male,30,No,No,No,0,No,Month-to-Month,Credit Card,35,385,Attitude,Attitude of support person,Yes
4268-RAFJ,11,49,106.2,44,162.8,Yes,no,32.6,0,9,Yes,0,ID,302-9202,Female,42,No,No,No,0,Yes,Month-to-Month,Direct Debit,37,396,Dissatisfaction,Network reliability,Yes
8875-NPDU,1,7,15,4,9.1,Yes,no,1.8,3,2,Yes,0,VT,309-2967,Male,47,No,No,No,0,No,Month-to-Month,Credit Card,22,22,Other,Don't know,Yes
7598-PWCQ,15,58,201.2,60,165,Yes,no,33,4,2,No,23,VA,313-3417,Female,35,No,No,No,0,No,Month-to-Month,Credit Card,35,537,Other,Don't know,Yes
1143-VJMY,1,4,12,4,14,Yes,no,7,0,14,Yes,0,TX,288-2976,Female,24,Yes,No,No,0,No,Month-to-Month,Credit Card,41,41,Price,Price too high,Yes
5116-LBXE,13,64,127.5,52,204.1,Yes,no,102.1,1,9,Yes,0,MT,334-7087,Male,41,No,No,No,0,Yes,Month-to-Month,Direct Debit,42,530,Attitude,Attitude of support person,Yes
0666-PMDU,1,4,8,4,12.1,Yes,no,2.4,1,12,Yes,0,HI,371-8171,Female,21,Yes,No,No,0,No,Month-to-Month,Direct Debit,34,34,Dissatisfaction,Network reliability,Yes
1374-ZAHA,22,65,173.6,88,248.6,Yes,no,82.9,1,5,Yes,0,NH,344-4010,Female,55,No,No,No,0,Yes,Month-to-Month,Direct Debit,54,1176,Dissatisfaction,Limited range of services,Yes
6347-QZHF,2,10,23.1,8,20.8,Yes,no,10.4,2,5,Yes,0,GA,277-10457,Female,74,No,Yes,No,0,No,Month-to-Month,Credit Card,41,86,Price,Long distance charges,Yes
2497-KMAR,2,10,22.8,0,0,No,yes,0,0,2,Yes,0,MD,375-6983,Female,78,No,Yes,No,0,No,Month-to-Month,Credit Card,21,40,Price,Extra data charges,Yes
4845-FXAH,1,5,11,4,8.4,Yes,no,2.8,1,2,Yes,0,DE,282-2100,Male,68,No,Yes,No,0,No,Month-to-Month,Direct Debit,56,56,Price,Price too high,Yes
5928-MQLM,6,14,40.6,24,52.8,Yes,no,13.2,0,7,Yes,0,IA,316-5710,Male,36,No,No,No,0,No,Month-to-Month,Direct Debit,44,253,Dissatisfaction,Product dissatisfaction,Yes
5109-IYDQ,4,15,48.5,16,31.2,Yes,no,10.4,4,12,Yes,0,IN,376-6297,Female,25,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,41,181,Dissatisfaction,Service dissatisfaction,Yes
9464-NAXE,12,19,59.8,48,148.8,Yes,no,49.6,5,8,Yes,0,VA,332-5045,Male,42,No,No,No,0,No,Month-to-Month,Direct Debit,34,401,Attitude,Attitude of support person,Yes
3539-OYGC,4,16,31.9,16,59.2,Yes,no,29.6,2,26,No,26,TX,363-8486,Female,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,33,131,Dissatisfaction,Network reliability,Yes
7230-CCXL,3,8,23.9,12,21.3,Yes,no,7.1,5,6,Yes,0,MN,312-9713,Female,45,No,No,No,0,No,Month-to-Month,Credit Card,25,74,Other,Don't know,Yes
9845-MYDI,4,36,53,16,36.8,Yes,no,18.4,5,27,Yes,0,NY,336-1924,Male,23,Yes,No,No,0,No,Month-to-Month,Credit Card,27,95,Other,Don't know,Yes
4023-ZNDW,54,312,816.9,216,496.8,Yes,no,165.6,2,2,Yes,0,MN,265-9546,Male,74,No,Yes,No,0,No,Month-to-Month,Direct Debit,63,3455,Price,Price too high,Yes
3331-ZJQI,69,530,1027.6,276,828,Yes,no,414,1,2,Yes,0,CO,412-2753,Female,41,No,No,No,0,No,One Year,Direct Debit,48,3258,Dissatisfaction,Product dissatisfaction,Yes
7950-BMSP,10,51,125.4,40,99,Yes,no,33,2,1,Yes,0,LA,249-1536,Male,53,No,No,No,0,No,Month-to-Month,Direct Debit,49,472,Attitude,Attitude of support person,Yes
5354-NCQC,1,5,15,4,10.5,Yes,no,2.1,0,8,No,5,ME,333-9854,Male,54,No,No,No,0,No,Month-to-Month,Direct Debit,39,39,Dissatisfaction,Network reliability,Yes
9269-HWTL,51,129,253.2,204,550.8,Yes,no,137.7,4,8,Yes,0,AK,351-4486,Male,77,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,43,2176,Dissatisfaction,Limited range of services,Yes
8703-VUUT,24,87,189.4,96,151.2,Yes,no,30.2,1,8,Yes,0,MS,309-6719,Male,47,No,No,No,0,Yes,Month-to-Month,Direct Debit,47,1124,Price,Lack of affordable download/upload speed,Yes
7751-FDEJ,18,41,124.8,72,230.4,Yes,no,57.6,1,5,Yes,0,AZ,288-2801,Male,51,No,No,No,0,No,Month-to-Month,Direct Debit,62,1111,Price,Long distance charges,Yes
5544-MGCA,74,199,590.7,296,740,Yes,no,185,5,1,Yes,0,MI,386-4286,Male,70,No,Yes,No,0,Yes,Two Year,Direct Debit,67,4977,Price,Extra data charges,Yes
8173-IKVF,1,6,15,4,10.8,Yes,no,2.2,3,16,Yes,0,MD,283-6262,Male,22,Yes,No,No,0,No,Month-to-Month,Direct Debit,32,32,Dissatisfaction,Product dissatisfaction,Yes
6961-VFFO,26,86,307.3,104,338,Yes,no,67.6,1,7,No,21,AZ,273-4924,Female,56,No,No,No,0,No,Month-to-Month,Direct Debit,55,1421,Dissatisfaction,Service dissatisfaction,Yes
5920-LAOX,7,33,77.8,28,73.5,Yes,no,18.4,5,13,Yes,0,NE,319-5822,Male,25,Yes,No,No,0,No,Month-to-Month,Credit Card,41,291,Attitude,Attitude of support person,Yes
5298-NPSU,5,15,34.4,20,50.5,Yes,no,10.1,5,3,Yes,0,AR,316-6551,Male,76,No,Yes,No,0,No,Month-to-Month,Direct Debit,37,184,Dissatisfaction,Network reliability,Yes
8036-TFDY,43,154,425.1,172,576.2,Yes,no,288.1,4,5,Yes,0,DE,330-3211,Male,58,No,No,No,0,Yes,Month-to-Month,Direct Debit,46,1957,Other,Don't know,Yes
6374-URXV,4,21,60.9,16,58.8,Yes,no,11.8,4,7,Yes,0,WA,353-7496,Female,35,No,No,No,0,No,Month-to-Month,Credit Card,24,106,Other,Don't know,Yes
2579-TYFM,2,12,25,8,17,Yes,no,3.4,5,4,Yes,0,OH,243-8305,Male,40,No,No,No,0,No,Month-to-Month,Credit Card,37,66,Price,Price too high,Yes
3043-HJLY,9,29,79.6,36,117,Yes,no,58.5,1,1,No,19,VA,406-5101,Female,67,No,Yes,No,0,No,Month-to-Month,Direct Debit,35,313,Dissatisfaction,Service dissatisfaction,Yes
4503-QYOB,1,4,10,4,11.5,Yes,no,2.9,1,6,Yes,0,IA,361-4830,Male,77,No,Yes,No,0,No,Month-to-Month,Direct Debit,44,44,Attitude,Attitude of support person,Yes
5499-BHPH,43,154,467.9,172,563.3,Yes,no,281.7,3,4,Yes,0,DE,340-10108,Male,67,No,Yes,No,0,No,Month-to-Month,Direct Debit,49,2075,Dissatisfaction,Network reliability,Yes
2161-HMDR,1,2,4,4,8.5,Yes,no,4.3,3,0,No,0,GA,320-6639,Female,52,No,No,No,0,No,Month-to-Month,Credit Card,11,11,Dissatisfaction,Limited range of services,Yes
2242-BBMU,3,7,22.8,12,46.8,Yes,no,11.7,2,8,Yes,0,NH,313-4290,Male,25,Yes,No,No,0,No,Month-to-Month,Direct Debit,22,63,Price,Lack of affordable download/upload speed,Yes
2010-GZSF,69,151,412.9,0,0,No,yes,0,0,13,Yes,0,VA,296-1643,Male,37,No,No,No,0,Yes,One Year,Direct Debit,54,3716,Price,Long distance charges,Yes
6777-EWLX,11,72,149.7,44,115.5,Yes,no,28.9,5,3,Yes,0,TX,287-5985,Female,83,No,Yes,No,0,No,Month-to-Month,Credit Card,51,547,Price,Extra data charges,Yes
8730-MTEW,51,110,360,204,499.8,Yes,no,125,1,1,No,33,KY,294-3734,Female,65,No,No,No,0,Yes,Month-to-Month,Direct Debit,53,2732,Price,Price too high,Yes
8120-URSH,5,33,70.7,20,72,Yes,no,14.4,2,7,Yes,0,MT,381-8392,Male,78,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,22,104,Dissatisfaction,Product dissatisfaction,Yes
9954-HCPF,1,4,10,4,10.5,Yes,no,2.6,1,1,Yes,0,OK,348-7442,Male,61,No,No,No,0,No,Month-to-Month,Direct Debit,45,45,Competitor,Competitor made better offer,Yes
3296-IGBF,17,64,173.8,68,132.6,Yes,no,66.3,3,0,No,0,MD,352-8179,Male,38,No,No,No,0,No,Month-to-Month,Credit Card,10,174,Price,Long distance charges,Yes
9880-BJRX,15,71,195.2,60,210,Yes,no,52.5,2,10,Yes,0,DC,343-6812,Female,25,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,36,537,Dissatisfaction,Network reliability,Yes
3136-AOSU,46,82,275.1,184,561.2,Yes,no,112.2,0,36,Yes,0,DE,326-10849,Female,25,Yes,No,No,0,No,One Year,Direct Debit,38,1722,Other,Don't know,Yes
0794-ADSL,10,65,155.4,40,147,Yes,no,73.5,4,3,Yes,0,IN,305-3611,Male,57,No,No,No,0,No,Month-to-Month,Credit Card,25,244,Other,Don't know,Yes
7403-MNCG,32,130,354.1,128,412.8,Yes,yes,0,0,6,No,26,AZ,283-8321,Male,66,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,41,1312,Other,Don't know,Yes
1487-XYFA,33,95,330.9,132,188.1,Yes,no,62.7,2,13,Yes,0,FL,325-7339,Male,44,No,No,No,0,No,Month-to-Month,Direct Debit,48,1605,Attitude,Attitude of support person,Yes
7380-HUUM,1,3,7,4,14,Yes,no,4.7,4,17,Yes,0,MD,294-1636,Female,22,Yes,No,No,0,No,Month-to-Month,Direct Debit,36,36,Other,Deceased,Yes
9417-ZKNM,20,45,122.1,80,108,Yes,no,27,4,6,Yes,0,MS,271-2408,Male,48,No,No,No,0,No,Month-to-Month,Direct Debit,37,760,Other,Moved,Yes
4921-KJFA,26,79,181.6,104,371.8,Yes,no,93,0,7,Yes,0,VA,312-10643,Male,37,No,No,No,0,No,Month-to-Month,Direct Debit,29,752,Other,Moved,Yes
3389-HQXG,6,7,22.4,24,77.4,Yes,no,15.5,4,3,Yes,0,KY,297-6293,Male,72,No,Yes,No,0,No,Month-to-Month,Direct Debit,60,335,Other,Moved,Yes
2227-RTZU,1,3,6,4,14.5,Yes,no,7.3,0,1,Yes,0,OK,275-4661,Male,65,No,Yes,No,0,No,Month-to-Month,Direct Debit,33,33,Competitor,Competitor had better devices,Yes
1374-SPCR,13,29,67.4,52,130,Yes,yes,0,2,1,No,48,ID,307-6475,Female,55,No,No,No,0,No,Month-to-Month,Credit Card,37,500,Competitor,Competitor had better devices,Yes
1095-AGSP,38,143,611.2,152,395.2,Yes,no,79,0,28,Yes,0,VA,304-2250,Male,27,Yes,No,No,0,No,One Year,Credit Card,29,1100,Other,Don't know,Yes
1962-YKMW,6,37,83.8,24,63,Yes,no,31.5,3,20,Yes,0,MI,304-3291,Male,27,Yes,No,No,0,Yes,Month-to-Month,Credit Card,16,90,Competitor,Competitor had better devices,Yes
7314-PRDD,9,17,46.2,36,107.1,Yes,yes,0,0,3,Yes,0,TX,337-1914,Male,65,No,No,No,0,No,Month-to-Month,Credit Card,55,508,Competitor,Competitor had better devices,Yes
3218-FMUK,2,7,12.6,0,0,No,yes,0,0,5,Yes,0,KS,370-4561,Female,43,No,No,No,0,No,Month-to-Month,Direct Debit,36,76,Competitor,Competitor offered higher download speeds,Yes
3223-MGYR,1,2,6,4,9.7,Yes,no,4.9,1,4,Yes,0,UT,364-1452,Female,42,No,No,No,0,No,Month-to-Month,Direct Debit,26,26,Competitor,Competitor offered higher download speeds,Yes
3174-WPAC,8,35,86.5,32,61.6,Yes,no,30.8,3,17,No,6,MN,317-5188,Male,33,No,No,No,0,No,Month-to-Month,Credit Card,43,339,Competitor,Competitor offered higher download speeds,Yes
7918-QDLF,2,8,18.2,8,25,Yes,no,6.3,3,7,Yes,0,NM,323-3549,Female,72,No,Yes,No,0,No,Month-to-Month,Direct Debit,24,40,Competitor,Competitor offered more data,Yes
1640-PIPY,3,15,44.8,12,40.5,Yes,no,20.3,1,17,Yes,0,SC,281-8796,Female,21,Yes,No,No,0,No,Month-to-Month,Direct Debit,29,87,Competitor,Competitor offered more data,Yes
7972-OLGE,49,262,787.8,196,710.5,Yes,no,142.1,2,7,Yes,0,NH,390-3401,Male,77,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,47,2291,Competitor,Competitor offered more data,Yes
2894-KEDQ,2,6,15.9,8,31.2,Yes,no,15.6,0,3,Yes,0,PA,332-4130,Male,37,No,No,No,0,No,Month-to-Month,Credit Card,20,35,Competitor,Competitor made better offer,Yes
8236-VPJM,40,272,641.6,160,432,Yes,no,86.4,1,1,Yes,0,WA,327-5034,Male,62,No,No,No,0,No,Month-to-Month,Direct Debit,36,1459,Competitor,Competitor made better offer,Yes
3661-QMLJ,12,26,69.8,48,90,Yes,no,22.5,0,24,Yes,0,SD,322-3577,Female,26,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,66,764,Price,Price too high,Yes
9854-MLCW,26,175,384.4,104,343.2,Yes,no,85.8,4,9,No,50,AK,375-7767,Male,69,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,43,1100,Dissatisfaction,Product dissatisfaction,Yes
8989-HVSR,17,57,150.9,68,130.9,Yes,no,26.2,2,2,Yes,0,DE,285-7858,Female,75,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,19,314,Dissatisfaction,Service dissatisfaction,Yes
4941-UKSK,4,13,36.7,16,51.6,Yes,no,10.3,4,0,No,0,AR,272-9919,Female,39,No,No,No,0,No,Month-to-Month,Direct Debit,14,57,Competitor,Competitor made better offer,Yes
4849-VJQM,1,2,4,4,7.6,Yes,no,2.5,0,2,Yes,0,ME,393-5251,Female,70,No,Yes,No,0,No,Month-to-Month,Direct Debit,18,18,Dissatisfaction,Limited range of services,Yes
2524-PJAB,9,23,61.7,36,101.7,Yes,no,50.9,2,0,No,0,AZ,312-7414,Male,40,No,No,No,0,No,Month-to-Month,Credit Card,10,89,Attitude,Attitude of support person,Yes
5469-QTTA,2,10,25.2,8,20.2,Yes,no,6.7,1,7,Yes,0,MO,312-3135,Female,72,No,Yes,No,0,No,Month-to-Month,Credit Card,26,60,Competitor,Competitor had better devices,Yes
9667-DPKR,29,63,171.8,116,359.6,Yes,no,71.9,2,11,No,31,IN,260-4666,Male,75,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,60,1719,Price,Extra data charges,Yes
2854-CTPM,1,5,16,0,0,No,yes,0,2,5,Yes,0,SD,388-9308,Female,74,No,Yes,No,0,No,Month-to-Month,Direct Debit,13,13,Price,Price too high,Yes
5828-GSCW,9,40,101.5,36,138.6,Yes,no,46.2,3,0,Yes,0,AZ,313-2671,Female,41,No,No,No,0,No,Month-to-Month,Direct Debit,23,208,Dissatisfaction,Product dissatisfaction,Yes
2539-PMGZ,49,82,243.8,196,504.7,Yes,no,168.2,3,3,Yes,0,DE,288-8850,Female,57,No,No,No,0,No,Month-to-Month,Direct Debit,56,2718,Competitor,Competitor had better devices,Yes
2968-SEBZ,1,2,5,4,8.6,Yes,no,4.3,4,2,Yes,0,OR,388-9797,Female,39,No,No,No,0,No,Month-to-Month,Direct Debit,49,49,Dissatisfaction,Lack of self-service on Website,Yes
6599-MMRU,53,205,529.7,212,826.8,Yes,no,413.4,3,3,Yes,0,AK,300-5602,Female,48,No,No,No,0,No,One Year,Credit Card,23,1244,Dissatisfaction,Network reliability,Yes
1820-UIWZ,42,99,378,168,424.2,Yes,no,106.1,5,8,Yes,0,GA,312-7928,Male,68,No,Yes,No,0,No,Month-to-Month,Direct Debit,60,2512,Other,Don't know,Yes
1206-AGGO,1,4,11,4,11.8,Yes,no,2.4,3,5,No,4,MN,314-10694,Female,40,No,No,No,0,No,Month-to-Month,Direct Debit,25,25,Competitor,Competitor made better offer,Yes
9801-FIDS,1,3,8,4,13.2,Yes,no,2.6,1,0,No,0,WI,358-6883,Male,67,No,Yes,No,0,No,Month-to-Month,Credit Card,13,13,Price,Long distance charges,Yes
3591-HZVD,8,36,72.8,32,92,Yes,no,46,2,13,Yes,0,VT,320-2988,Male,62,No,No,No,0,No,Month-to-Month,Paper Check,27,217,Competitor,Competitor had better devices,Yes
1300-AYND,46,345,602.4,184,648.6,Yes,no,324.3,5,7,Yes,0,AZ,349-7378,Male,85,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,53,2475,Competitor,Competitor made better offer,Yes
6640-DXAP,1,4,11,4,13.8,Yes,no,3.5,4,6,Yes,0,FL,400-8291,Male,60,No,No,No,0,No,Month-to-Month,Direct Debit,41,41,Competitor,Competitor made better offer,Yes
6501-RRWS,13,77,213.2,52,204.1,Yes,no,40.8,0,24,Yes,0,AK,241-8602,Female,27,Yes,No,No,0,No,Month-to-Month,Paper Check,35,467,Competitor,Competitor offered higher download speeds,Yes
2756-VSDX,19,29,94.4,0,0,No,yes,0,1,5,Yes,0,MS,393-2627,Male,54,No,No,No,0,No,One Year,Direct Debit,39,736,Competitor,Competitor offered more data,Yes
2653-JCQM,1,4,13,0,0,No,yes,0,3,6,No,7,CA,317-6909,Female,83,No,Yes,No,0,No,Month-to-Month,Direct Debit,33,33,Competitor,Competitor made better offer,Yes
8251-WNKS,23,102,206.1,92,218.5,Yes,no,43.7,0,17,Yes,0,NM,290-9084,Female,25,Yes,No,No,0,Yes,Month-to-Month,Credit Card,19,425,Competitor,Competitor had better devices,Yes
9766-TUNO,66,306,921.3,264,811.8,Yes,no,162.4,5,9,Yes,0,DE,293-3027,Female,63,No,No,No,0,Yes,Two Year,Credit Card,54,3571,Competitor,Competitor had better devices,Yes
5737-AKXQ,6,20,49.6,24,73.8,Yes,no,14.8,0,9,Yes,0,MS,308-4532,Female,57,No,No,No,0,No,Month-to-Month,Direct Debit,20,112,Competitor,Competitor had better devices,Yes
7967-MBCH,19,39,96.1,76,323,Yes,no,107.7,5,1,Yes,0,MA,335-7303,Female,67,No,Yes,No,0,No,Month-to-Month,Direct Debit,52,991,Attitude,Attitude of support person,Yes
2435-IYLS,45,139,358.7,180,706.5,Yes,no,235.5,5,1,No,13,SD,340-6232,Male,76,No,Yes,No,0,No,Month-to-Month,Direct Debit,34,1534,Competitor,Competitor offered more data,Yes
8588-DBVO,11,48,179.7,0,0,No,yes,0,2,2,Yes,0,IN,275-7319,Female,35,No,No,No,0,No,Month-to-Month,Direct Debit,55,622,Competitor,Competitor offered more data,Yes
2138-YQDU,2,10,20.6,8,23.4,Yes,no,4.7,3,0,No,0,WI,336-5110,Female,64,No,No,No,0,No,Month-to-Month,Paper Check,12,23,Attitude,Attitude of support person,Yes
5769-UVOX,1,2,5,4,13.4,Yes,no,4.5,4,5,Yes,0,MD,276-6969,Female,23,Yes,No,No,0,No,Month-to-Month,Paper Check,32,32,Competitor,Competitor made better offer,Yes
8895-XNGT,16,57,162.7,64,166.4,Yes,no,33.3,5,5,Yes,0,PA,311-9940,Male,40,No,No,No,0,No,Month-to-Month,Credit Card,38,619,Competitor,Competitor made better offer,Yes
9697-APBH,3,18,48.3,12,35.4,Yes,no,11.8,5,7,Yes,0,WI,312-6040,Female,47,No,No,No,0,No,Month-to-Month,Direct Debit,55,166,Price,Price too high,Yes
5542-NQXX,57,210,623.3,228,171,Yes,no,34.2,0,8,Yes,0,OR,246-6226,Female,50,No,No,No,0,Yes,Month-to-Month,Credit Card,62,3505,Dissatisfaction,Product dissatisfaction,Yes
8595-WAGS,5,23,64.2,20,42.5,Yes,no,8.5,2,1,No,13,OH,313-4244,Female,52,No,No,No,0,No,Month-to-Month,Paper Check,28,139,Competitor,Competitor made better offer,Yes
2434-HNZE,7,26,71,28,44.8,Yes,no,14.9,3,14,Yes,0,NE,400-6459,Male,22,Yes,No,No,0,No,Month-to-Month,Direct Debit,43,304,Dissatisfaction,Network reliability,Yes
7131-KQTQ,1,5,13,4,8,Yes,no,1.6,0,3,Yes,0,MS,336-10227,Female,68,No,Yes,No,0,No,Month-to-Month,Direct Debit,32,32,Dissatisfaction,Limited range of services,Yes
9071-WSUU,2,4,10.5,0,0,No,yes,0,2,5,Yes,0,DE,269-6766,Male,67,No,Yes,No,0,No,Month-to-Month,Direct Debit,50,104,Price,Lack of affordable download/upload speed,Yes
7121-CZBF,4,14,41.9,16,54,Yes,no,27,0,7,Yes,0,NJ,319-5950,Male,66,No,Yes,No,0,No,Month-to-Month,Direct Debit,43,181,Price,Long distance charges,Yes
0293-AIHG,1,3,7,4,11.3,Yes,no,5.7,2,1,Yes,0,IN,312-10021,Male,43,No,No,No,0,No,Month-to-Month,Paper Check,16,16,Price,Extra data charges,Yes
9228-ELZU,7,26,42.4,28,94.5,Yes,no,23.6,5,3,No,29,ME,348-5191,Male,38,No,No,No,0,Yes,Month-to-Month,Credit Card,53,377,Price,Price too high,Yes
5522-UBVX,4,9,26.8,16,57.2,Yes,no,11.4,2,4,Yes,0,KS,309-6393,Male,58,No,No,No,0,No,Month-to-Month,Direct Debit,42,159,Dissatisfaction,Product dissatisfaction,Yes
2273-URQB,1,4,9,4,12.8,Yes,no,2.6,0,4,Yes,0,SC,327-7613,Female,70,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,27,27,Dissatisfaction,Service dissatisfaction,Yes
